scientificName,Extinction.extirpation,Extirpation_State,Least_Concern_local_extirpation,yearLastSeen_Notes,Comment,Body_mass,Within_fox_prey_mass_95.7.15130g,Within_cat_prey_mass__16.3.1946g,Blamed_on_foxes,Blamed_on_cats,Record_certainty,Reference,Year_last_record,Place_last_record,Coordinates_used_for_centre_point,Coordinates_accuracy,Foxes_havent_arrived_yet,Cats_havent_arrived_yet,First_fox_record,Last_record_AFTER_fox_first_record,Last_record_MINUS_fox_first_record,First_cat_record,Last_record_AFTER_cat_first_record,Last_record_MINUS_cat_first_record,rationale,threats,population,range,Species_Status,record_id,Year_last_record_error,buffer_distance,fox_min,fox_max,fox_mean,fox_sd,cat_min,cat_max,cat_mean,cat_sd
Bettongia gaimardi,Mainland,Victoria,,"""no firm evidence of the species surviving in Victoria past the 1870s""",,1600,1,1,1,1,Confirmed,"Short J. 1998. The extinction of rat-kangaroos (Marsupialia: Potoroidae) in New South Wales, Australia. Biological Conservation 86:365-377.",1870,Victoria,Victoria,State,NA,NA,,,,,,,,,,,Extinct from mainland,pop_3,,State boundary,1872.5,1902.5,1885.05572386929,6.25429551269357,1835,1855,1841.50937297996,6.99217299907565
Bettongia lesueur,Mainland,Victoria,,"""it had disappeared from Victoria by 1863""",,1660,1,1,1,1,Confirmed,"Short J. 1998. The extinction of rat-kangaroos (Marsupialia: Potoroidae) in New South Wales, Australia. Biological Conservation 86:365-377.",1863,Victoria,Victoria,State,NA,NA,,,,,,,,,,,Extinct from mainland,pop_5,,State boundary,1872.5,1902.5,1885.05572386929,6.25429551269357,1835,1855,1841.50937297996,6.99217299907565
Conilurus albipes,Global,,,1860-1862,,200,1,1,0,1,Confirmed,IUCN 2023,1862,Victoria,Victoria,State,NA,NA,,,,,,,"Listed as Extinct because this species has not been recorded since 1860-1862, despite relatively intensive survey work.","Previously very common and widespread, this species declined to extinction very rapidly with decline occurring across a wide range of habitats, in areas transformed by expanding pastoralism and spread of rabbits, and in areas without such modification. The primary cause of decline was probably predation by feral cats, but resource depletion and habitat change due to clearing, livestock, changed fire regimes and rabbits may have contributed to the decline in some areas (Woinarski <em>et al. </em>2014).","This species is presumed to be extinct. It has not been recorded since 1860-1862 in Victoria, where it was at one time common and even regarded as a pest (Williams and Menkhorst 1995, Bilney<em> et al. </em>2010). Many surveys conducted across its range over many years have not found this species.&#160;However, Flannery (1990) cited a possible observational record from near Deniliquin, New South Wales, from the early 1940s.","This species was endemic to Australia, where it appears to have been distributed in south-eastern South Australia, Victoria, New South Wales and eastern Queensland (McDowell and Medlin 2009, Cramb and Hocknull 2010, Bilney <em>et al.</em> 2010, Menkhorst 2011, Woinarski <em>et al.</em> 2014).",Globally extinct,pop_23,,State boundary,1872.5,1902.5,1885.05572386929,6.25429551269357,1835,1855,1841.50937297996,6.99217299907565
Pseudomys australis,State,New South Wales,,,,65,0,1,1,1,Unconfirmed,"Seebeck, J. and Menkhorst, P., 2000. Status and conservation of the rodents of Victoria. Wildlife Research, 27(4), pp.357-369.",1845,Victoria,Victoria,State,0,0,,,,,,,,,,,Extant,pop_152,+- 5 years,State boundary,1872.5,1902.5,1885.05572386929,6.25429551269357,1835,1855,1841.50937297996,6.99217299907565
Lagostrophus fasciatus,Mainland,,,"""the last records… collected… in 1905-06""",,1700,1,1,1,1,Confirmed,"Helgen, K.M. and Flannery, T.F., 2003. Taxonomy and historical distribution of the wallaby genus Lagostrophus. Australian Journal of Zoology, 51(3), pp.199-212.",1906,Western Australia,Western Australia,State,NA,NA,,,,,,,,,,,Extinct from mainland,pop_43,,State boundary,1912.5,1932.5,1922.75205922848,5.32483804782242,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1962,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1920,1,42,,,,,,,,Extant,pop_68,,State boundary,1920,1920,1920,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1973,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1925,1,48,,,,,,,,Extant,pop_69,,State boundary,1925,1925,1925,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1978,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1925,1,53,,,,,,,,Extant,pop_70,,State boundary,1925,1925,1925,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1975,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1933,1,42,,,,,,,,Extant,pop_71,,State boundary,1933,1933,1933,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1917,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1915,1,2,,,,,,,,Extant,pop_72,,State boundary,1915,1915,1915,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1928,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1915,1,13,,,,,,,,Extant,pop_73,,State boundary,1915,1915,1915,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1925,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1920,1,5,,,,,,,,Extant,pop_74,,State boundary,1920,1920,1920,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1932,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1920,1,12,,,,,,,,Extant,pop_75,,State boundary,1920,1920,1920,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1934,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1920,1,14,,,,,,,,Extant,pop_76,,State boundary,1920,1920,1920,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1941,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1930,1,11,,,,,,,,Extant,pop_77,,State boundary,1930,1930,1930,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1944,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1930,1,14,,,,,,,,Extant,pop_78,,State boundary,1930,1930,1930,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1946,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1929,1,17,,,,,,,,Extant,pop_79,,State boundary,1929,1929,1929,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1954,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1928,1,26,,,,,,,,Extant,pop_80,,State boundary,1928,1928,1928,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1958,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1920,1,38,,,,,,,,Extant,pop_81,,State boundary,1920,1920,1920,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1946,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1935,1,11,,,,,,,,Extant,pop_82,,State boundary,1935,1935,1935,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1955,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1930,1,25,,,,,,,,Extant,pop_83,,State boundary,1930,1930,1930,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1958,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1930,1,28,,,,,,,,Extant,pop_84,,State boundary,1930,1930,1930,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1966,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1930,1,36,,,,,,,,Extant,pop_85,,State boundary,1930,1930,1930,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1934,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1925,1,9,,,,,,,,Extant,pop_86,,State boundary,1925,1925,1925,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1935,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1927,1,8,,,,,,,,Extant,pop_87,,State boundary,1927,1927,1927,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1917,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1925,0,-8,,,,,,,,Extant,pop_88,,State boundary,1925,1925,1925,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1920,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1926,0,-6,,,,,,,,Extant,pop_89,,State boundary,1926,1926,1926,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1922,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1925,0,-3,,,,,,,,Extant,pop_90,,State boundary,1925,1925,1925,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1923,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1926,0,-3,,,,,,,,Extant,pop_91,,State boundary,1926,1926,1926,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1925,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1925,0,0,,,,,,,,Extant,pop_92,,State boundary,1925,1925,1925,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1928,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1926,1,2,,,,,,,,Extant,pop_93,,State boundary,1926,1926,1926,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1928,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1924,1,4,,,,,,,,Extant,pop_94,,State boundary,1924,1924,1924,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1930,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1925,1,5,,,,,,,,Extant,pop_95,,State boundary,1925,1925,1925,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1935,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1925,1,10,,,,,,,,Extant,pop_96,,State boundary,1925,1925,1925,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1922,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1935,0,-13,,,,,,,,Extant,pop_97,,State boundary,1935,1935,1935,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1932,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1936,0,-4,,,,,,,,Extant,pop_98,,State boundary,1936,1936,1936,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1930,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1934,0,-4,,,,,,,,Extant,pop_99,,State boundary,1934,1934,1934,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1926,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1932,0,-6,,,,,,,,Extant,pop_100,,State boundary,1932,1932,1932,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1926,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1930,0,-4,,,,,,,,Extant,pop_101,,State boundary,1930,1930,1930,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1928,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1928,0,0,,,,,,,,Extant,pop_102,,State boundary,1928,1928,1928,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1931,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1928,1,3,,,,,,,,Extant,pop_103,,State boundary,1928,1928,1928,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1934,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1928,1,6,,,,,,,,Extant,pop_104,,State boundary,1928,1928,1928,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1933,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1930,1,3,,,,,,,,Extant,pop_105,,State boundary,1930,1930,1930,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1936,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1932,1,4,,,,,,,,Extant,pop_106,,State boundary,1932,1932,1932,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1931,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1932,0,-1,,,,,,,,Extant,pop_107,,State boundary,1932,1932,1932,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,,1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1934,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1930,1,4,,,,,,,,Extant,pop_108,,State boundary,1930,1930,1930,0,1835,1885,1878.19342626431,11.3679269969517
Macrotis lagotis,Region,Western Australia,,,"Dots overlapping, centre point taken",1350,1,1,1,1,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.",1930,Western Australia,"Fox-NA, Cat-State",Place,NA,NA,1931,0,-1,,,,,,,,Extant,pop_109,,State boundary,1931,1931,1931,0,1835,1885,1878.19342626431,11.3679269969517
